Signal,Id,Type,DataType,Complex,Unit,Min,Max,Desc,Enum,Sensor,Actuator,instances
Vehicle.Chassis.ParkingBrake.IsEngaged,"","actuator","boolean","False","","","","Parking brake status. True = Parking Brake is Engaged. False = Parking Brake is not Engaged.","","","",[]
Vehicle.Chassis.SteeringWheel,"","branch","","False","","","","Steering wheel signals","","",""
Vehicle.Chassis.SteeringWheel.Angle,"","sensor","Int16","False","degrees","","","Steering wheel angle. Positive = degrees to the left. Negative = degrees to the right.","","","",[]
Vehicle.Chassis.SteeringWheel.Tilt,"","actuator","uint8","False","percent","0","100","Steering wheel column tilt. 0 = Lowest position. 100 = Highest position.","","","",[]
Vehicle.Chassis.SteeringWheel.Extension,"","actuator","uint8","False","percent","0","100","Steering wheel column extension from dashboard. 0 = Closest to dashboard. 100 = Furthest from dashboard.","","","",[]
Vehicle.Chassis.Accelerator,"","branch","","False","","","","Accelerator signals","","",""
Vehicle.Chassis.Accelerator.PedalPosition,"","sensor","uint8","False","percent","0","100","Accelerator pedal position as percent. 0 = Not depressed. 100 = Fully depressed.","","","",[]
Vehicle.Chassis.Brake,"","branch","","False","","","","Brake system signals","","",""
Vehicle.Chassis.Brake.PedalPosition,"","sensor","uint8","False","percent","0","100","Brake pedal position as percent. 0 = Not depressed. 100 = Fully depressed.","","","",[]
Vehicle.Chassis.Trailer,"","branch","","False","","","","Trailer signals","","",""
Vehicle.Chassis.Trailer.Connected,"","sensor","boolean","False","","","","Signal indicating if trailer is connected or not.","","","",[]
Vehicle.OBD,"","branch","","False","","","","OBD data.","","",""
Vehicle.OBD.PidsA,"","sensor","uint32","False","","","","PID 00 - Bit array of the supported pids 01 to 20","","","",[]
Vehicle.OBD.Status,"","branch","","False","","","","PID 01 - OBD status","","",""
Vehicle.OBD.Status.MIL,"","sensor","boolean","False","","","","Malfunction Indicator Light (MIL) False = Off, True = On","","","",[]
Vehicle.OBD.Status.DTCCount,"","sensor","uint32","False","","","","Number of sensor Trouble Codes (DTC)","","","",[]
Vehicle.OBD.Status.IgnitionType,"","sensor","string","False","","","","Type of the ignition for ICE - spark = spark plug ignition, compression = self-igniting (Diesel engines)","spark / compression","","",[]
Vehicle.OBD.FreezeDTC,"","sensor","string","False","","","","PID 02 - DTC that triggered the freeze frame","","","",[]
Vehicle.OBD.FuelStatus,"","sensor","string","False","","","","PID 03 - Fuel status","","","",[]
Vehicle.OBD.EngineLoad,"","sensor","uint8","False","percent","0","100","PID 04 - Engine load in percent - 0 = no load, 100 = full load","","","",[]
Vehicle.OBD.CoolantTemperature,"","sensor","float","False","celsius","","","PID 05 - Coolant temperature","","","",[]
Vehicle.OBD.ShortTermFuelTrim1,"","sensor","int8","False","percent","-100","100","PID 06 - Short Term (immediate) Fuel Trim - Bank 1 - negative percent leaner, positive percent richer","","","",[]
Vehicle.OBD.LongTermFuelTrim1,"","sensor","int8","False","percent","-100","100","PID 07 - Long Term (learned) Fuel Trim - Bank 1 - negative percent leaner, positive percent richer","","","",[]
Vehicle.OBD.ShortTermFuelTrim2,"","sensor","int8","False","percent","-100","100","PID 08 - Short Term (immediate) Fuel Trim - Bank 2 - negative percent leaner, positive percent richer","","","",[]
Vehicle.OBD.LongTermFuelTrim2,"","sensor","int8","False","percent","-100","100","PID 09 - Long Term (learned) Fuel Trim - Bank 2 - negative percent leaner, positive percent richer","","","",[]
Vehicle.OBD.FuelPressure,"","sensor","float","False","kpa","0","","PID 0A - Fuel pressure","","","",[]
Vehicle.OBD.MAP,"","sensor","float","False","kpa","0","","PID 0B - Intake manifold pressure","","","",[]
Vehicle.OBD.EngineSpeed,"","sensor","float","False","rpm","","","PID 0C - Engine speed measured as rotations per minute","","","",[]
Vehicle.OBD.Speed,"","sensor","float","False","km/h","","","PID 0D - Vehicle speed","","","",[]
Vehicle.OBD.TimingAdvance,"","sensor","float","False","degrees","","","PID 0E - Time advance","","","",[]
Vehicle.OBD.IntakeTemp,"","sensor","float","False","celsius","","","PID 0F - Intake temperature","","","",[]
Vehicle.OBD.MAF,"","sensor","int16","False","g/s","","","PID 10 - Grams of air drawn into engine per second","","","",[]
Vehicle.OBD.ThrottlePosition,"","sensor","uint8","False","percent","0","100","PID 11 - Throttle position - 0 = closed throttle, 100 = open throttle","","","",[]
Vehicle.OBD.AirStatus,"","sensor","string","False","","","","PID 12 - Secondary air status","","","",[]
Vehicle.OBD.O2,"","branch","","False","","","","PID 13 - Presence of oxygen sensors for the banks","","",""
Vehicle.OBD.O2.Bank1,"","branch","","False","","","","Oxygen sensors on bank 1, at most 4 sensors per bank","","",""
Vehicle.OBD.O2.Bank1.Sensor1,"","branch","","False","","","","Oxygen sensor","","",""
Vehicle.OBD.O2.Bank1.Sensor1.Voltage,"","sensor","float","False","V","","","PID 14 - Sensor voltage","","","",[]
Vehicle.OBD.O2.Bank1.Sensor2,"","branch","","False","","","","Oxygen sensor","","",""
Vehicle.OBD.O2.Bank1.Sensor2.Voltage,"","sensor","float","False","V","","","PID 15 - Sensor voltage","","","",[]
Vehicle.OBD.O2.Bank1.Sensor3,"","branch","","False","","","","Oxygen sensor","","",""
Vehicle.OBD.O2.Bank1.Sensor3.Voltage,"","sensor","float","False","V","","","PID 16 - Sensor voltage","","","",[]
Vehicle.OBD.O2.Bank1.Sensor4,"","branch","","False","","","","Oxygen sensor","","",""
Vehicle.OBD.O2.Bank1.Sensor4.Voltage,"","sensor","float","False","V","","","PID 17 - Sensor voltage","","","",[]
Vehicle.OBD.O2.Bank2,"","branch","","False","","","","Oxygen sensors on bank 2, at most 4 sensors per bank","","",""
Vehicle.OBD.O2.Bank2.Sensor1,"","branch","","False","","","","Oxygen sensor","","",""
Vehicle.OBD.O2.Bank2.Sensor1.Voltage,"","sensor","float","False","V","","","PID 18 - Sensor voltage","","","",[]
Vehicle.OBD.O2.Bank2.Sensor2,"","branch","","False","","","","Oxygen sensor","","",""
Vehicle.OBD.O2.Bank2.Sensor2.Voltage,"","sensor","float","False","V","","","PID 19 - Sensor voltage","","","",[]
Vehicle.OBD.O2.Bank2.Sensor3,"","branch","","False","","","","Oxygen sensor","","",""
Vehicle.OBD.O2.Bank2.Sensor3.Voltage,"","sensor","float","False","V","","","PID 1A - Sensor voltage","","","",[]
Vehicle.OBD.O2.Bank2.Sensor4,"","branch","","False","","","","Oxygen sensor","","",""
Vehicle.OBD.O2.Bank2.Sensor4.Voltage,"","sensor","float","False","V","","","PID 1B - Sensor voltage","","","",[]
Vehicle.OBD.O2Alt,"","branch","","False","","","","PID 1D - Presence of alternate oxygen sensors for the banks","","",""
Vehicle.OBD.O2Alt.Bank1,"","branch","","False","","","","Alternate oxygen sensors on bank 1, at most 4 sensors per bank","","",""
Vehicle.OBD.O2Alt.Bank1.Sensor1,"","branch","","False","","","","Alternate oxygen sensor","","",""
Vehicle.OBD.O2Alt.Bank1.Sensor2,"","branch","","False","","","","Alternate oxygen sensor","","",""
Vehicle.OBD.O2Alt.Bank1.Sensor3,"","branch","","False","","","","Alternate oxygen sensor","","",""
Vehicle.OBD.O2Alt.Bank1.Sensor4,"","branch","","False","","","","Alternate oxygen sensor","","",""
Vehicle.OBD.O2Alt.Bank2,"","branch","","False","","","","Alternate oxygen sensors on bank 2, at most 4 sensors per bank","","",""
Vehicle.OBD.O2Alt.Bank2.Sensor1,"","branch","","False","","","","Alternate oxygen sensor","","",""
Vehicle.OBD.O2Alt.Bank2.Sensor2,"","branch","","False","","","","Alternate oxygen sensor","","",""
Vehicle.OBD.O2Alt.Bank2.Sensor3,"","branch","","False","","","","Alternate oxygen sensor","","",""
Vehicle.OBD.O2Alt.Bank2.Sensor4,"","branch","","False","","","","Alternate oxygen sensor","","",""
Vehicle.OBD.AuxInputStatus,"","sensor","boolean","False","","","","PID 1E - Auxiliary input status (power take off)","","","",[]
Vehicle.OBD.RunTime,"","sensor","uint32","False","s","","","PID 1F - Engine run time","","","",[]
Vehicle.OBD.PidsB,"","sensor","uint32","False","","","","PID 20 - Bit array of the supported pids 21 to 40","","","",[]
Vehicle.OBD.DistanceWithMIL,"","sensor","uint32","False","kilometer","","","PID 21 - Distance traveled with MIL on","","","",[]
Vehicle.OBD.FuelRailPressureVac,"","sensor","float","False","kpa","","","PID 22 - Fuel rail pressure relative to vacuum","","","",[]
Vehicle.OBD.FuelRailPressureDirect,"","sensor","float","False","kpa","","","PID 23 - Fuel rail pressure direct inject","","","",[]
Vehicle.OBD.O2WR,"","branch","","False","","","","Wide range/band oxygen sensors","","",""
Vehicle.OBD.O2WR.Sensor1,"","branch","","False","","","","Wide range/band oxygen senor 1","","",""
Vehicle.OBD.O2WR.Sensor1.Voltage,"","sensor","float","False","V","","","PID 24 - Lambda voltage for wide range/band oxygen sensor 1","","","",[]
Vehicle.OBD.O2WR.Sensor1.Current,"","sensor","float","False","A","","","PID 34 - Lambda current for wide range/band oxygen sensor 1","","","",[]
Vehicle.OBD.O2WR.Sensor2,"","branch","","False","","","","Wide range/band oxygen senor 2","","",""
Vehicle.OBD.O2WR.Sensor2.Voltage,"","sensor","float","False","V","","","PID 25 - Lambda voltage for wide range/band oxygen sensor 2","","","",[]
Vehicle.OBD.O2WR.Sensor2.Current,"","sensor","float","False","A","","","PID 35 - Lambda current for wide range/band oxygen sensor 2","","","",[]
Vehicle.OBD.O2WR.Sensor3,"","branch","","False","","","","Wide range/band oxygen senor 3","","",""
Vehicle.OBD.O2WR.Sensor3.Voltage,"","sensor","float","False","V","","","PID 26 - Lambda voltage for wide range/band oxygen sensor 3","","","",[]
Vehicle.OBD.O2WR.Sensor3.Current,"","sensor","float","False","A","","","PID 36 - Lambda current for wide range/band oxygen sensor 4","","","",[]
Vehicle.OBD.O2WR.Sensor4,"","branch","","False","","","","Wide range/band oxygen senor 4","","",""
Vehicle.OBD.O2WR.Sensor4.Voltage,"","sensor","float","False","V","","","PID 27 - Lambda voltage for wide range/band oxygen sensor 4","","","",[]
Vehicle.OBD.O2WR.Sensor4.Current,"","sensor","float","False","A","","","PID 37 - Lambda current for wide range/band oxygen sensor 4","","","",[]
Vehicle.OBD.O2WR.Sensor5,"","branch","","False","","","","Wide range/band oxygen senor 5","","",""
Vehicle.OBD.O2WR.Sensor5.Voltage,"","sensor","float","False","V","","","PID 28 - Lambda voltage for wide range/band oxygen sensor 5","","","",[]
Vehicle.OBD.O2WR.Sensor5.Current,"","sensor","float","False","A","","","PID 38 - Lambda current for wide range/band oxygen sensor 5","","","",[]
Vehicle.OBD.O2WR.Sensor6,"","branch","","False","","","","Wide range/band oxygen senor 6","","",""
Vehicle.OBD.O2WR.Sensor6.Voltage,"","sensor","float","False","V","","","PID 29 - Lambda voltage for wide range/band oxygen sensor 6","","","",[]
Vehicle.OBD.O2WR.Sensor6.Current,"","sensor","float","False","A","","","PID 39 - Lambda current for wide range/band oxygen sensor 6","","","",[]
Vehicle.OBD.O2WR.Sensor7,"","branch","","False","","","","Wide range/band oxygen senor 7","","",""
Vehicle.OBD.O2WR.Sensor7.Voltage,"","sensor","float","False","V","","","PID 2A - Lambda voltage for wide range/band oxygen sensor 7","","","",[]
Vehicle.OBD.O2WR.Sensor7.Current,"","sensor","float","False","A","","","PID 3A - Lambda current for wide range/band oxygen sensor 7","","","",[]
Vehicle.OBD.O2WR.Sensor8,"","branch","","False","","","","Wide range/band oxygen senor 8","","",""
Vehicle.OBD.O2WR.Sensor8.Voltage,"","sensor","float","False","V","","","PID 2B - Lambda voltage for wide range/band oxygen sensor 8","","","",[]
Vehicle.OBD.O2WR.Sensor8.Current,"","sensor","float","False","A","","","PID 3B - Lambda current for wide range/band oxygen sensor 8","","","",[]
Vehicle.OBD.CommandedEGR,"","sensor","uint8","False","percent","","","PID 2C - Commanded exhaust gas recirculation (EGR)","","","",[]
Vehicle.OBD.EGRError,"","sensor","uint8","False","percent","","","PID 2D - Exhaust gas recirculation (EGR) error","","","",[]
Vehicle.OBD.CommandedEVAP,"","sensor","uint8","False","percent","","","PID 2E - Commanded evaporative purge (EVAP) valve","","","",[]
Vehicle.OBD.FuelLevel,"","sensor","uint8","False","percent","","","PID 2F - Fuel level in the fuel tank","","","",[]
Vehicle.OBD.WarmupsSinceDTCClear,"","sensor","uint16","False","","","","PID 30 - Number of warm-ups since codes cleared","","","",[]
Vehicle.OBD.DistanceSinceDTCClear,"","sensor","float","False","km","","","PID 31 - Distance traveled since codes cleared","","","",[]
Vehicle.OBD.EVAPVaporPressure,"","sensor","float","False","pa","","","PID 32 - Evaporative purge (EVAP) system pressure","","","",[]
Vehicle.OBD.BarometricPressure,"","sensor","float","False","kpa","","","PID 33 - Barometric pressure","","","",[]
Vehicle.OBD.Catalyst,"","branch","","False","","","","Catalyst signals","","",""
Vehicle.OBD.Catalyst.Bank1,"","branch","","False","","","","Catalyst bank 1 signals","","",""
Vehicle.OBD.Catalyst.Bank1.Temperature1,"","sensor","float","False","celsius","","","PID 3C - Catalyst temperature from bank 1, sensor 1","","","",[]
Vehicle.OBD.Catalyst.Bank1.Temperature2,"","sensor","float","False","celsius","","","PID 3E - Catalyst temperature from bank 1, sensor 2","","","",[]
Vehicle.OBD.Catalyst.Bank2,"","branch","","False","","","","Catalyst bank 2 signals","","",""
Vehicle.OBD.Catalyst.Bank2.Temperature1,"","sensor","float","False","celsius","","","PID 3D - Catalyst temperature from bank 2, sensor 1","","","",[]
Vehicle.OBD.Catalyst.Bank2.Temperature2,"","sensor","float","False","celsius","","","PID 3F - Catalyst temperature from bank 2, sensor 2","","","",[]
Vehicle.OBD.PidsC,"","sensor","uint32","False","","","","PID 40 - Bit array of the supported pids 41 to 60","","","",[]
Vehicle.OBD.DriveCycleStatus,"","branch","","False","","","","PID 41 - OBD status for the current drive cycle","","",""
Vehicle.OBD.DriveCycleStatus.MIL,"","sensor","boolean","False","","","","Malfunction Indicator Light (MIL) - False = Off, True = On","","","",[]
Vehicle.OBD.DriveCycleStatus.DTCCount,"","sensor","uint32","False","","","","Number of sensor Trouble Codes (DTC)","","","",[]
Vehicle.OBD.DriveCycleStatus.IgnitionType,"","sensor","string","False","","","","Type of the ignition for ICE - spark = spark plug ignition, compression = self-igniting (Diesel engines)","spark / compression","","",[]
Vehicle.OBD.ControlModuleVoltage,"","sensor","float","False","V","","","PID 42 - Control module voltage","","","",[]
Vehicle.OBD.AbsoluteLoad,"","sensor","uint8","False","percent","","","PID 43 - Absolute load value","","","",[]
Vehicle.OBD.CommandedEquivalenceRatio,"","sensor","float","False","ratio","","","PID 44 - Commanded equivalence ratio","","","",[]
Vehicle.OBD.RelativeThrottlePosition,"","sensor","uint8","False","percent","","","PID 45 - Relative throttle position","","","",[]
Vehicle.OBD.AmbientAirTemperature,"","sensor","float","False","celsius","","","PID 46 - Ambient air temperature","","","",[]
Vehicle.OBD.ThrottlePositionB,"","sensor","uint8","False","percent","","","PID 47 - Absolute throttle position B","","","",[]
Vehicle.OBD.ThrottlePositionC,"","sensor","uint8","False","percent","","","PID 48 - Absolute throttle position C","","","",[]
Vehicle.OBD.AcceleratorPositionD,"","sensor","uint8","False","percent","","","PID 49 - Accelerator pedal position D","","","",[]
Vehicle.OBD.AcceleratorPositionE,"","sensor","uint8","False","percent","","","PID 4A - Accelerator pedal position E","","","",[]
Vehicle.OBD.AcceleratorPositionF,"","sensor","uint8","False","percent","","","PID 4B - Accelerator pedal position F","","","",[]
Vehicle.OBD.ThrottleActuator,"","sensor","uint8","False","percent","","","PID 4C - Commanded throttle actuator","","","",[]
Vehicle.OBD.RunTimeMIL,"","sensor","uint32","False","min","","","PID 4D - Run time with MIL on","","","",[]
Vehicle.OBD.TimeSinceDTCCleared,"","sensor","uint32","False","min","","","PID 4E - Time since trouble codes cleared","","","",[]
Vehicle.OBD.MaxMAF,"","sensor","float","False","g/s","","","PID 50 - Maximum flow for mass air flow sensor","","","",[]
Vehicle.OBD.FuelType,"","sensor","string","False","","","","PID 51 - Fuel type","","","",[]
Vehicle.OBD.EthanolPercent,"","sensor","uint8","False","percent","","","PID 52 - Percentage of ethanol in the fuel","","","",[]
Vehicle.OBD.EVAPVaporPressureAbsolute,"","sensor","float","False","kpa","","","PID 53 - Absolute evaporative purge (EVAP) system pressure","","","",[]
Vehicle.OBD.EVAPVaporPressureAlternate,"","sensor","float","False","pa","","","PID 54 - Alternate evaporative purge (EVAP) system pressure","","","",[]
Vehicle.OBD.ShortTermO2Trim1,"","sensor","uint8","False","percent","","","PID 55 - Short term secondary O2 trim - Bank 1","","","",[]
